Order,Family,Genus,Species,Common_names,
RODENTIA,SCIURIDAE,Ratufa,indica,"Indian Giant Squirrel, Malabar Giant Squirrel",
RODENTIA,SCIURIDAE,Ratufa,macroura,"Grizzled Giant Squirrel, Sri Lankan Giant Squirrel",
RODENTIA,SCIURIDAE,Rheithrosciurus,macrotis,Tufted Ground Squirrel,
RODENTIA,SCIURIDAE,Rhinosciurus,laticaudatus,Shrew-faced Squirrel,
RODENTIA,SCIURIDAE,Rubrisciurus,rubriventer,Sulawesi Giant Squirrel,
RODENTIA,SCIURIDAE,Sciurillus,pusillus,Neotropical Pygmy Squirrel,
RODENTIA,SCIURIDAE,Sciurotamias,davidianus,Pére David's Rock Squirrel,
RODENTIA,SCIURIDAE,Sciurotamias,forresti,Forrest's Rock Squirrel,
RODENTIA,SCIURIDAE,Sciurus,aberti,Abert's Squirrel,
RODENTIA,SCIURIDAE,Sciurus,aestuans,Guianan Squirrel,
RODENTIA,SCIURIDAE,Sciurus,alleni,Allen's Squirrel,
RODENTIA,SCIURIDAE,Sciurus,anomalus,"Caucasian Squirrel, Persian Squirrel",
RODENTIA,SCIURIDAE,Sciurus,arizonensis,Arizona Gray Squirrel,
RODENTIA,SCIURIDAE,Sciurus,aureogaster,Red-bellied Squirrel,
RODENTIA,SCIURIDAE,Sciurus,carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Grey Squirrel",
RODENTIA,SCIURIDAE,Sciurus,colliaei,Collie's Squirrel,
RODENTIA,SCIURIDAE,Sciurus,deppei,Deppe's Squirrel,
RODENTIA,SCIURIDAE,Sciurus,flammifer,Fiery Squirrel,
RODENTIA,SCIURIDAE,Sciurus,gilvigularis,Yellow-throated Squirrel,
RODENTIA,SCIURIDAE,Sciurus,granatensis,Red-tailed Squirrel,
RODENTIA,SCIURIDAE,Sciurus,griseus,Western Gray Squirrel,
RODENTIA,SCIURIDAE,Sciurus,ignitus,Bolivian Squirrel,
RODENTIA,SCIURIDAE,Sciurus,igniventris,Northern Amazon Red Squirrel,
RODENTIA,SCIURIDAE,Sciurus,lis,Japanese Squirrel,
RODENTIA,SCIURIDAE,Sciurus,nayaritensis,Mexican Fox Squirrel,
