Species,Common_name
Lophosaurus spinipes,"Southern Forest Dragon, Southern Angle-Headed Dragon"
Loveridgea ionidesii,Liwale round-snouted worm lizard
Loveridgea phylofiniens,Udjiji Worm Lizard
Loveridgelaps elapoides,Solomon’s small-eyed snake
Loxocemus bicolor,"E: Mexican Burrowing Python
G: Spitzkopfpython"
Loxopholis caparensis,
Loxopholis ferreirai,
Loxopholis guianense,
Loxopholis guianensis,
Loxopholis hexalepis,Six-scaled Tegu
Loxopholis hoogmoedi,
Loxopholis ioanna,
Loxopholis osvaldoi,
Loxopholis parietalis,Common Root Lizard
Loxopholis percarinatum,Muller's Tegu
Loxopholis rugiceps,
Loxopholis snethlageae,
Loxopholis southi,E: Northern Spectacled Lizard
Lubuya ivensii,"Meadow Skink, Iven’s skink"
Lucasium alboguttatum,White-spotted Ground Gecko WA
Lucasium bungabinna,
Lucasium byrnei,"Gibber Gecko, Byrne's Gecko"
Lucasium damaeum,Beaded Gecko
Lucasium immaculatum,Pale-striped Ground Gecko
Lucasium maini,Main's Ground Gecko
Lucasium occultum,Alligator River Gecko
Lucasium squarrosum,Mottled Ground Gecko
Lucasium steindachneri,"Box-patterned Gecko, Steindachner's Gecko"
Lucasium stenodactylum,"Pale-snouted Ground Gecko, Crowned Gecko"
Lucasium wombeyi,Pilbara Ground Gecko
Luperosaurus angliit,
Luperosaurus brooksii,Brooks' Wolf  Gecko
Luperosaurus browni,"E: Brown's (Wolf) Gecko, Brown’s Fringe Gecko
G: Browns Haftzehergecko"
Luperosaurus corfieldi,
Luperosaurus cumingii,Philippine Wolf Gecko
Luperosaurus gulat,
Luperosaurus iskandari,
Luperosaurus joloensis,Taylor's Wolf Gecko
Luperosaurus kubli,
Luperosaurus macgregori,MacGregor's Wolf Gecko
Luperosaurus palawanensis,Palawan Wolf  Gecko
Luperosaurus sorok,
Luperosaurus yasumai,
Lycodon alcalai,Alcala's Wolf Snake
Lycodon aulicus,"E: Indian Wolf Snake, Common Wolf Snake
G: Gewöhnliche Wolfszahnnatter"
Lycodon bibonius,Ota's Wolf Snake
Lycodon butleri,"E: Butler's Wolf Snake
G: Butlers Wolfszahnnatter"
Lycodon capucinus,"E: Common Wolf Snake
G: Kapuzen-Wolfszahnnatter"
Lycodon cardamomensis,
Lycodon carinatus,Ceylon Wolf Snake
Lycodon cavernicolus,Gua Wang Burma Wolf Snake
Lycodon chrysoprateros,Ross' Wolf Snake
Lycodon davidi,"E: David’s Wolf Snake
G: Davids Wolfszahnnatter
Vietnamese: Rắn khuyết da-vid"
Lycodon dumerilii,Duméril's Wolf Snake
Lycodon effraenis,"E: Brown Wolf Snake
G: Braune Wolfszahnnatter"
Lycodon fasciatus,"E: Banded Wolf Snake
G: Gebänderte Wolfszahnnatter"
Lycodon fausti,Faust’s Wolf Snake
Lycodon ferroni,
Lycodon flavicollis,"E: Yellow-collared wolf snake
G: Halsband-Wolfsnatter"
Lycodon flavomaculatus,Yellow-spotted Wolf Snake
Lycodon flavozonatus,"Yellow-Banded Big Tooth Snake, Yellow-Spotted Wolf Snake, Big-tooth Snake"
Lycodon futsingensis,
Lycodon gammiei,"Gammie's Wolf Snake, Sikkim False Wolf Snake"
Lycodon gongshan,"Chinese: Gongshan Baihuanshe 
English: Gongshan Wolf Snake 
German: Gongshan Wolfszahnnatter"
Lycodon hypsirhinoides,
Lycodon jara,"E: Twin-spotted Wolf Snake
G: Doppelpunkt-Wolfszahnnatter"
Lycodon kundui,
Lycodon laoensis,"E: Laotian Wolf Snake
G: Laotische Wolfszahnnatter"
Lycodon liuchengchaoi,
Lycodon mackinnoni,Mackinnon's Wolf Snake
Lycodon meridionale,
Lycodon muelleri,Müller’s Wolf Snake
Lycodon multifasciatus,
Lycodon multizonatus,"Luding Wolf Snake, Luding Kukri Snake"
Lycodon ophiophagus,"Thai: Ngoo plongchanuan kin ngoo 
English: Snake-eater Wolf Snake
French: Lycodon ophiophage
German: Schlangenfressende Wolfszahnnatter
Dutch: Slangenetende Wolfslang "
Lycodon orientalis,Oriental Odd-tooth Snake
Lycodon osmanhilli,Colombo Wolf Snake
Lycodon paucifasciatus,Rendahl's Wolf Snake
Lycodon rosozonatus,Rose Big-tooth Snake
Lycodon rufozonatus,"E: Red-banded Snake
G: Grosszahnnatter"
Lycodon ruhstrati,"E: Mountain Wolf Snake, Formosa Wolf Snake
G: Berg-Wolfszahnnatter"
Lycodon semicarinatus,"Loo-Choo Big-tooth Snake, Ryukyu Odd-tooth snake"
Lycodon septentrionalis,"E: White-banded Wolf Snake, Northern Large-toothed Snake
G: Nördliche Grosszahnnatter"
Lycodon sidiki,
Lycodon solivagus,Common Wolf Snake
Lycodon stormi,Sulawesi Wolf Snake
Lycodon striatus,"Northern Wolf Snake, Barred Wolf Snake"
Lycodon subcinctus,"E: Malayan Banded Wolf Snake
G: (Weiss-) Gebänderte Wolfsnatter"
Lycodon synaptor,"E: Boehme’s wolf Snake
G: Böhmes Wolfszahnnatter"
Lycodon tessellatus,Manila Wolf Snake
Lycodon tiwarii,Andaman Wolf Snake
Lycodon travancoricus,Travancore Wolf Snake
Lycodon zawi,Zaw's Wolf Snake
Lycodon zoosvictoriae,E: Zoos Victoria’s Wolf Snake
Lycodonomorphus bicolor,Tanganyika (White-bellied) Water Snake
Lycodonomorphus inornatus,"E: Olive Ground Snake, Olive House Snake, Black House Snake
G: Schwarze Hausschlange"
Lycodonomorphus laevissimus,Dusky-bellied Water Snake
Lycodonomorphus leleupi,"Congo Dark-bellied Water-Snake, Mulanje Water Snake"
Lycodonomorphus mlanjensis,Mlanje White-bellied Water-Snake
Lycodonomorphus obscuriventris,Floodplain Water Snake
Lycodonomorphus rufulus,"Common Water Snake, Common Brown Water Snake, Olive-brown Water-Snake, South African Rufous Snake"
Lycodonomorphus subtaeniatus,"E: Eastern Congo White-bellied Water-Snake, Lined Water Snake"
Lycodonomorphus whytii,Whyte's Water-Snake
Lycodryas carleti,
Lycodryas citrinus,
Lycodryas cococola,
Lycodryas gaimardi,
Lycodryas granuliceps,
Lycodryas guentheri,
Lycodryas inopinae,
Lycodryas inornatus,
Lycodryas maculatus,"Spotted Tree Snake [maculatus]
Comoro Island, Johanna Island, Mayotte [sanctijohannis]"
Lycodryas pseudogranuliceps,
Lycognathophis seychellensis,Seychelles Wolf Snake
Lycophidion acutirostre,Mozambique Wolf Snake
Lycophidion albomaculatum,
Lycophidion capense,"E: Cape Wolf Snake
multimaculatum: Spotted Wolf Snake
G: Kap-Wolfsnatter"
Lycophidion depressirostre,Flat-snouted Wolf Snake
Lycophidion hellmichi,"E: Hellmich's Wolf Snake
G: Hellmichs Wolfsnatter"
Lycophidion irroratum,"Leach's Wolf Snake, Pale Wolf Snake"
Lycophidion laterale,Flat Wolf Snake
Lycophidion meleagre,Speckled wolf snake
Lycophidion multimaculatum,"E: Cape Wolf Snake
multimaculatum: Spotted Wolf Snake
G: Kap-Wolfsnatter"
Lycophidion namibianum,Namibian Wolf Snake
Lycophidion nanum,
Lycophidion nigromaculatum,
Lycophidion ornatum,Ornate Wolf Snake
Lycophidion pembanum,"E: Pemba Wolf Snake
G: Pemba-Wolfsnatter"
Lycophidion pygmaeum,Pygmy Wolf Snake
Lycophidion semiannule,"E: Eastern Wolf Snake
G: Östliche Wolfsnatter"
Lycophidion semicinctum,
Lycophidion taylori,Taylor’s wolf snake
Lycophidion uzungwense,Red-snouted Wolf Snake
Lycophidion variegatum,"E: Variegated Wolf Snake
G: Bunte Wolfsnatter"
Lygisaurus abscondita,
Lygisaurus aeratus,Large-disced Litter-skink
Lygisaurus curtus,
Lygisaurus foliorum,"Tree-base Litter-skink, Rainbow-skink"
Lygisaurus laevis,"Rainforest Edge Litter-skink, Rainforest Litter-skink"
Lygisaurus macfarlani,Translucent Litter-skink
Lygisaurus malleolus,
Lygisaurus novaeguineae,
Lygisaurus parrhasius,Fire-tailed Rainbow-skink
Lygisaurus rimula,Crevice Rainbow-skink
Lygisaurus rococo,Chillagoe Litter-skink
Lygisaurus sesbrauna,Eastern Cape Litter-skink
Lygisaurus tanneri,Endeavour River Litter-skink
Lygisaurus zuma,Sun-loving Litter-skink
Lygodactylus angolensis,Angola Dwarf  Gecko
Lygodactylus angularis,Angulated dwarf gecko
Lygodactylus arnoulti,"E: Pasteur's Dwarf Gecko, Arnoult’s Dwarf Gecko
G: Arnoults Zwerggecko"
Lygodactylus bernardi,FitzSimons'  Dwarf  Gecko
Lygodactylus bivittis,Tiny Scaled Gecko
Lygodactylus blancae,
Lygodactylus blanci,Blanc's Dwarf Gecko
Lygodactylus bradfieldi,Bradfield's Dwarf Gecko
Lygodactylus broadleyi,Broadley’s dwarf gecko
Lygodactylus capensis,"Common Dwarf Gecko, Cape Dwarf Gecko"
Lygodactylus chobiensis,Okavango Dwarf Gecko
Lygodactylus conradti,Conradt's Dwarf Gecko
Lygodactylus conraui,Cameroon Dwarf Gecko
Lygodactylus decaryi,Angel's Dwarf Gecko
Lygodactylus depressus,Zaire Dwarf Gecko
Lygodactylus expectatus,Ambilobe Dwarf  Gecko
Lygodactylus fischeri,Fischer's Dwarf Gecko
Lygodactylus grandisonae,"Grandison’s Dward gecko, Kenya Dwarf Gecko, Bunty’s Dwarf Gecko"
Lygodactylus graniticolus,Granite Dwarf Gecko
Lygodactylus gravis,Usambara Dwarf Gecko
Lygodactylus grotei,
Lygodactylus guibei,Westem  Dwarf Gecko
Lygodactylus gutturalis,"Chevron-throated dwarf gecko, Uganda  Dwarf Gecko"
Lygodactylus heterurus,Boettger's Dwarf Gecko
Lygodactylus inexpectatus,Dar-es-Salaam Dwarf Gecko
Lygodactylus insularis,Insular Dwarf Gecko
Lygodactylus intermedius,
Lygodactylus keniensis,"Kenya Dwarf Gecko, Parker's Dwarf Gecko"
Lygodactylus kimhowelli,
Lygodactylus klemmeri,E: Malagasy dwarf gecko
Lygodactylus klugei,Kluge's  Dwarf  Gecko
Lygodactylus laterimaculatus,
Lygodactylus lawrencei,Lawrence's Dwarf Gecko
Lygodactylus luteopicturatus,Yellow-headed dwarf gecko
Lygodactylus madagascariensis,Madagascar Dwarf Gecko
Lygodactylus manni,Mann's Dwarf Gecko
Lygodactylus methueni,"Methuen’s Dwarf Gecko, Woodbrush Dwarf Gecko"
Lygodactylus miops,Gunther's Dwarf Gecko
Lygodactylus mirabilis,
Lygodactylus mombasicus,
Lygodactylus montanus,Mount Ivohibe Gecko
Lygodactylus nigropunctatus,"Black-spotted Dwarf Gecko [nigropunctatus]
Cryptic Dwarf Gecko [incognitus]
Makgabeng Dwarf Gecko [montiscaeruli]"
Lygodactylus ocellatus,"Spotted Dwarf Gecko, Ocellated Dwarf Gecko [ocellatus]
Soutpansberg Dwarf Gecko [soutpansbergensis]"
Lygodactylus ornatus,Ornate Dwarf Gecko
Lygodactylus pauliani,
Lygodactylus picturatus,"E: Painted Dwarf Gecko, White-headed Dwarf Gecko
G: Gelbkopf-Zwerggecko
sudanensis: Sudani Dwarf Gecko"
Lygodactylus pictus,Robust Dwarf Gecko
Lygodactylus rarus,Thin  Dwarf  Gecko
Lygodactylus regulus,Prince Dwarf Gecko
Lygodactylus rex,King Dwarf  Gecko
Lygodactylus roavolana,
Lygodactylus scheffleri,Scheffler's Dwarf Gecko
Lygodactylus scorteccii,Scortecci's Dwarf Gecko
Lygodactylus somalicus,Somali Dwarf Gecko
Lygodactylus stevensoni,Stevenson's Dwarf Gecko
Lygodactylus thomensis,Annobon Dwarf Gecko
Lygodactylus tolampyae,Grandidier's Dwarf Gecko
Lygodactylus tuberosus,
Lygodactylus verticillatus,Mocquard's Dwarf Gecko
Lygodactylus viscatus,
Lygodactylus waterbergensis,Waterberg Dwarf Gecko
Lygodactylus wetzeli,South American Dwarf  Gecko
Lygodactylus williamsi,Williams' Dwarf  Gecko
Lygodactylus wojnowskii,Mt. Kenya dwarf gecko
Lygophis anomalus,"E: English common name not available
G: Goldbauchnatter"
Lygophis dilepis,"Lema's Ground Snake, Lema’s Striped Snake"
Lygophis elegantissimus,
Lygophis flavifrenatus,"E: Fronted Ground Snake
G: Gelbband-Goldbauchnatter"
Lygophis lineatus,Lined Ground Snake
Lygophis meridionalis,
Lygophis paucidens,Hoge's Ground Snake
Lygophis vanzolinii,Vanzolini's Ground Snake
Lygosoma albopunctata,"E: White-spotted Supple Skink
G: Weissflecken-Laubskink"
Lygosoma angeli,Angel's Writhing Skink
Lygosoma anguinum,
Lygosoma bampfyldei,"E: Bampfylde’s Supple Skink
G: Bampfyldes Laubskink"
Lygosoma boehmei,
Lygosoma bowringii,"E: Christmas Island Grass-skink, Bowring’s Supple Skink
G: Bowrings Laubskink"
Lygosoma corpulentum,"E: Fat Skink
G: Korpulenter Schlangenskink"
Lygosoma frontoparietale,"E: Taylor's Writhing Skink, Pygmy Supple Skink
G: Zwerg-Laubskink"
Lygosoma goaensis,Goan supple skink
Lygosoma guentheri,"E: Günther’s Supple Skink, Günther's Writhing Skink
G: Günthers Schlankskink"
Lygosoma haroldyoungi,"E: Harold's Writhing Skink, Harold Young's Supple Skink
G: Harold Youngs Laubskink"
Lygosoma herberti,"E: Herbert’s Supple Skink
G: Herberts Laubskink"
Lygosoma isodactylum,"E: Siamese Writhing Skink, Even-toed Supple Skink
G: Gleichfinger-Laubskink"
Lygosoma koratense,"E: Koraten Writhing Skink
G: Korat-Laubskink"
Lygosoma laeviceps,Common Writhing Skink
Lygosoma lanceolatum,Broadley's Writhing Skink
Lygosoma lineata,Lined Supple Skink
Lygosoma lineolatum,Striped Writhing Skink
Lygosoma mafianum,
Lygosoma opisthorhodum,
Lygosoma pembanum,Pemba Island Writhing Skink
Lygosoma popae,Pope's Writhing Skink
Lygosoma pruthi,Pruth’s supple skink
Lygosoma punctata,"E: Common Dotted Garden Skink, Common snake skink, Punctate supple skink
G: Gefleckter Schlankskink"
Lygosoma quadrupes,"E: Short-limbed Supple Skink, Linnaeus' Writhing Skink
G: Asiatischer Schlankskink"
Lygosoma samajaya,
Lygosoma singha,
Lygosoma tabonorum,E: Palawan Supple Skink
Lygosoma veunsaiensis,
Lygosoma vosmaeri,Vosmer's Writhing Skink
Lyriocephalus scutatus,"E: LyreShead Lizard
G: Lyrakopf-Agame"
Lytorhynchus diadema,"E: Crowned Leafnose Snake, Diademed Sand Snake, Awl-headed Snake
G: Gekrönte Schnauzennatter"
Lytorhynchus gasperetti,Leviton's Leafnose Snake
Lytorhynchus kennedyi,Kennedy's Leafnose Snake
Lytorhynchus levitoni,
Lytorhynchus maynardi,Maynard's Longnose Sand Snake
Lytorhynchus paradoxus,"Sindh Awl-headed Snake, Sind Longnose Sand Snake"
Lytorhynchus ridgewayi,Derafshi Snake
Mabuya berengerae,San Andrés Skink
Mabuya cochonae,Cochons Skink
Mabuya desiradae,Désirade Skink
Mabuya dominicana,Dominica Skink
Mabuya grandisterrae,Grande-Terre Skink
Mabuya guadeloupae,Guadeloupe Skink
Mabuya hispaniolae,Hispaniolan Two-lined Skink
Mabuya mabouya,Greater Martinique Skink
Mabuya meridensis,
Mabuya montserratae,
Mabuya parviterrae,"E: Petite Terre Skink
F: Scinque de la Petite Terre"
Mabuya pergravis,Providencia Skink
Mabuya zuliae,
Macrelaps microlepidotus,"E: Kwazulu-Natal Black Snake
G: Natal-Schwarzschlange"
Macrocalamus chanardi,
Macrocalamus gentingensis,
Macrocalamus jasoni,"E: Jason's Mountain Reed Snake
G: Jasons Riednatter"
Macrocalamus lateralis,"E: Malayan Mountain Reed Snake, Striped Reedsnake
G: Gestreifte Riednatter"
Macrocalamus schulzi,
Macrocalamus tweediei,"E: Tweedie's Mountain Reed Snake
G: Tweedies Riednatter"
Macrocalamus vogeli,
Macrochelys suwanniensis,E: Suwannee Alligator Snapping Turtle
Macrochelys temminckii,"Alligator Snapping Turtle, including the Apalachicola Alligator Snapping Turtle"
Macropholidus annectens,Parker's Pholiodobolus
Macropholidus ataktolepis,
Macropholidus huancabambae,
Macropholidus ruthveni,Ruthven's Macropholidus
Macropisthodon flaviceps,"E: Orangeneck Keelback, Yellow-headed Keelback
G: Gelbkopf-Kielrückennatter, Rotkopf-Kielrückenwassernatter"
Macropisthodon plumbicolor,"E: Lead Keelback, Green Keelback
G: Grüne Kielrückenwassernatter"
Macropisthodon rhodomelas,"E: Blueneck Keelback
G: Blaunacken-Kielrückennatter"
Macropisthodon rudis,"Red Keelback, False Habu"
Macroprotodon abubakeri,
Macroprotodon brevis,"Western False Smooth Snake, Iberian False Smooth Snake"
Macroprotodon cucullatus,"E: False Smooth Snake
G: Kaputzennatter, Kapuzennatter
D: Mutslang"
Macroprotodon mauritanicus,
Macrovipera lebetina,"E: Levantine Viper
G: Levanteotter"
Macrovipera schweizeri,G: Milosotter
Madagascarophis colubrinus,
Madagascarophis fuchsi,
Madagascarophis lolo,
Madagascarophis meridionalis,
Madagascarophis ocellatus,
Madascincus ankodabensis,Ankodabe Skink
Madascincus arenicola,
Madascincus igneocaudatus,Redtail Skink
Madascincus macrolepis,Rusty Skink
Madascincus melanopleura,Common Madagascar Skink
Madascincus miafina,
Madascincus minutus,
Madascincus mouroundavae,Morondava Skink
Madascincus nanus,
Madascincus polleni,Madagascar Coastal Skink
Madascincus pyrurus,
Madascincus stumpffi,Stumpff's Skink
Madatyphlops albanalis,
Madatyphlops andasibensis,Andasibe Blind Snake
Madatyphlops arenarius,Sand Worm Snake
Madatyphlops boettgeri,Sand Worm Snake
Madatyphlops cariei,
Madatyphlops comorensis,Comoro Worm Snake
Madatyphlops decorsei,Mocquard's Worm Snake
Madatyphlops domerguei,
Madatyphlops madagascariensis,Madagascar Worm Snake
Madatyphlops microcephalus,
Madatyphlops mucronatus,Boettger's Worm Snake
Madatyphlops ocularis,Parker's Worm Snake
Madatyphlops rajeryi,
Madatyphlops reuteri,Reuters Blind Snake
Magliophis exiguum,"E: Ground Snake
Spanish: Culebrita de jardín"
Magliophis stahli,
Malaclemys terrapin,"E: Diamondback Terrapin
centrata: Carolina Diamondback Terrapin
littoralis:Texas Diamondback Terrapin
macrospilota: Ornate Diamondback Terrapin
pileata: Mississippi Diamondback Terrapin
rhizophorarum: Mangrove Diamondback Terrapin
tequesta: Florida East Coast Terrapin
terrapin: Northern Diamondback Terrapin
G: Diamantschildkröten,"
Malacochersus tornieri,"E: Pancake Tortoise
G: Spaltenschildkröte"
Malayemys khoratensis,"Thai: Tao na Isan
English: Isan Snail-eating turtle, Khorat snail-eating turtle
German: Isan-Schneckenfresser
French: Malayémyde d’Isan"
Malayemys macrocephala,
Malayemys subtrijuga,"E: (Malayan) Snail-eating Turtle
G: Malaiischer Schneckenfresser"
Malayodracon robinsonii,"E: Robinson's Forest Dragon, Robinson's Anglehead Lizard
G: Robinsons Winkelkopfagame"
Malayopython reticulatus,"E: Reticulated Python
G: Netzpython"
Malayopython timoriensis,"E: Timor Python, Lesser Sundas python
G: Timor-Python"
Malayotyphlops andyi,
Malayotyphlops canlaonensis,Taylor's Worm Snake
Malayotyphlops castanotus,"Brown-backed Blind Snake, Wynn's Worm Snake"
Malayotyphlops collaris,Collared Worm Snake
Malayotyphlops denrorum,
Malayotyphlops hypogius,Cebu Island Worm Snake
Malayotyphlops koekkoeki,Boenjoe Island Worm Snake
Malayotyphlops kraalii,Kei Island Worm Snake
Malayotyphlops luzonensis,Luzon Worm Snake
Malayotyphlops manilae,Manila Worm Snake
Malayotyphlops ruber,Red Worm Snake
Malayotyphlops ruficaudus,Red-headed Worm Snake
Malpolon insignitus,"E: Eastern Montpellier Snake
G: Östliche Eidechsennatter
F: Couleuvre maillée"
Malpolon monspessulanus,"E: Montpellier Snake
G: Eidechsennatter
D: Hagedisslang"
Manciola guaporicola,"Dunn's Mabuya, South American Small-handed Skink"
Manolepis putnami,Ridgehead Snake
Manouria emys,"E: Brown Tortoise
G: Braune hinterindische Landschildkröte"
Manouria impressa,"E: Impressed Tortoise
G: Flache Hinterindische Landschildkröte"
Mantheyus phuwuanensis,"E: Phuwua Rock Agama
G: Phuwua-Felsenagame"
Marinussaurus curupira,
Marisora alliacea,
Marisora aurulae,Lesser Windward Skink
Marisora brachypoda,
Marisora falconensis,
Marisora magnacornae,Corn Island Skink
Marisora roatanae,Roatán Skink
Marisora unimarginata,Central American Mabuya
Marmorosphax boulinda,
Marmorosphax kaala,
Marmorosphax montana,
Marmorosphax taom,
Marmorosphax tricolor,
Masticophis anthonyi,Clarion Island Whip Snake
Masticophis aurigulus,Baja California Striped Whip Snake
Masticophis barbouri,Baja California Striped Whip Snake
Masticophis bilineatus,"Sonoran Whipsnake
Ajo Mountain Whipsnake [lineolatus]"
Masticophis flagellum,"E: Coachwhip
flagellum: Eastern Coachwhip
cingulum: Sonoran Coachwhip
lineatulus: Lined Coachwhip
piceus: Red Coachwhip
ruddocki: San Joaquin Coachwhip
testaceus: Western Coachwhip
G: Kutscherpeitschen-Natter"
Masticophis lateralis,"E: Striped Racer
euryxanthus: Alameda Striped Racer
lateralis: California Striped Racer
G: Alameda-Peitschenschlange"
Masticophis mentovarius,"E: Neotropical Whip Snake
G: Amerikanische Peitschennatter"
Masticophis schotti,"Schott's Whipsnake
ruthveni: Ruthven's Whipsnake"
Masticophis slevini,
Masticophis taeniatus,"Common name: Striped Whipsnake
girardi: Central Texas Whipsnake
ornatus: Central Texas Whipsnake
taeniatus: Desert Striped Whipsnake"
Mastigodryas alternatus,
Mastigodryas amarali,Amaral's Tropical Racer
Mastigodryas bifossatus,Rio Tropical Racer
Mastigodryas boddaerti,"Boddaert's Tropical Racer
S: Culebra boba"
